iso_code,country,year,Energy Type,Energy Consumption (TwH)
OWID_WRL,World,2001,renewables,7895.97
OWID_WRL,World,2001,solar,3.866
OWID_WRL,World,2001,wind,105.949
OWID_WRL,World,2002,biofuel,146.199
OWID_WRL,World,2002,coal,28944.643
OWID_WRL,World,2002,energy_per_capita,17948.314
OWID_WRL,World,2002,energy_per_gdp,1.87
OWID_WRL,World,2002,fossil fuel,97636.749
OWID_WRL,World,2002,gas,25052.899
OWID_WRL,World,2002,hydro,7216.359
OWID_WRL,World,2002,low carbon,15469.445
OWID_WRL,World,2002,nuclear,7392.732
OWID_WRL,World,2002,oil,43639.207
OWID_WRL,World,2002,other renewable,565.829
OWID_WRL,World,2002,renewables,8076.714
OWID_WRL,World,2002,solar,4.837
OWID_WRL,World,2002,wind,143.49
OWID_WRL,World,2003,biofuel,164.938
OWID_WRL,World,2003,coal,31496.509
OWID_WRL,World,2003,energy_per_capita,18358.56
OWID_WRL,World,2003,energy_per_gdp,1.877
OWID_WRL,World,2003,fossil fuel,101858.037
OWID_WRL,World,2003,gas,25752.011
OWID_WRL,World,2003,hydro,7158.541
OWID_WRL,World,2003,low carbon,15291.334
OWID_WRL,World,2003,nuclear,7196.586
OWID_WRL,World,2003,oil,44609.516
OWID_WRL,World,2003,other renewable,593.708
OWID_WRL,World,2003,renewables,8094.747
OWID_WRL,World,2003,solar,6.153
OWID_WRL,World,2003,wind,171.409
OWID_WRL,World,2004,biofuel,199.349
OWID_WRL,World,2004,coal,33664.341
OWID_WRL,World,2004,energy_per_capita,19012.351
OWID_WRL,World,2004,energy_per_gdp,1.861
OWID_WRL,World,2004,fossil fuel,106655.621
OWID_WRL,World,2004,gas,26735.573
OWID_WRL,World,2004,hydro,7635.779
OWID_WRL,World,2004,low carbon,16186.198
OWID_WRL,World,2004,nuclear,7475.689
OWID_WRL,World,2004,oil,46255.707
OWID_WRL,World,2004,other renewable,636.916
OWID_WRL,World,2004,renewables,8710.51
OWID_WRL,World,2004,solar,8.053
OWID_WRL,World,2004,wind,230.413
OWID_WRL,World,2005,biofuel,238.388
OWID_WRL,World,2005,coal,36170.786
OWID_WRL,World,2005,energy_per_capita,19408.082
OWID_WRL,World,2005,energy_per_gdp,1.796
OWID_WRL,World,2005,fossil fuel,110458.954
OWID_WRL,World,2005,gas,27463.918
OWID_WRL,World,2005,hydro,7844.619
OWID_WRL,World,2005,low carbon,16506.912
OWID_WRL,World,2005,nuclear,7447.91
OWID_WRL,World,2005,oil,46824.25
OWID_WRL,World,2005,other renewable,684.812
OWID_WRL,World,2005,renewables,9059.002
OWID_WRL,World,2005,solar,11.205
OWID_WRL,World,2005,wind,279.978
OWID_WRL,World,2006,biofuel,299.533
OWID_WRL,World,2006,coal,38070.674
OWID_WRL,World,2006,energy_per_capita,19716.933
OWID_WRL,World,2006,energy_per_gdp,1.739
OWID_WRL,World,2006,fossil fuel,113613.158
OWID_WRL,World,2006,gas,28175.652
OWID_WRL,World,2006,hydro,8092.845
OWID_WRL,World,2006,low carbon,16982.305
OWID_WRL,World,2006,nuclear,7493.281
OWID_WRL,World,2006,oil,47366.831
OWID_WRL,World,2006,other renewable,726.227
OWID_WRL,World,2006,renewables,9489.024
OWID_WRL,World,2006,solar,15.293
OWID_WRL,World,2006,wind,355.127
OWID_WRL,World,2007,biofuel,394.209
OWID_WRL,World,2007,coal,40223.624
OWID_WRL,World,2007,energy_per_capita,20076.27
OWID_WRL,World,2007,energy_per_gdp,1.685
