Suburb,Month,Year,avg_price,
NEW GISBORNE,6,2016,1646123,June
NEW GISBORNE,6,2017,1589847,June
NEW GISBORNE,7,2017,530250,July
NEW GISBORNE,7,2016,511154,July
NEW GISBORNE,8,2016,456000,August
NEW GISBORNE,8,2017,456000,August
NEW GISBORNE,9,2017,901000,September
NEW GISBORNE,9,2016,488192,September
NEW GISBORNE,10,2017,901566,October
NEW GISBORNE,10,2016,880024,October
NEW GISBORNE,11,2016,1041286,November
NEW GISBORNE,11,2017,842708,November
NEW GISBORNE,12,2017,796850,December
NEW GISBORNE,12,2016,796276,December
NEWPORT,1,2016,1194429,January
NEWPORT,1,2017,1164333,January
NEWPORT,2,2016,806597,February
NEWPORT,2,2017,803483,February
NEWPORT,3,2016,1202500,March
NEWPORT,3,2017,370000,March
NEWPORT,4,2017,657500,April
NEWPORT,4,2016,628438,April
NEWPORT,5,2017,617500,May
NEWPORT,5,2016,573840,May
NEWPORT,6,2017,1353821,June
NEWPORT,6,2016,1063858,June
NEWPORT,7,2016,1021224,July
NEWPORT,7,2017,1010508,July
NEWPORT,8,2017,716834,August
NEWPORT,8,2016,675515,August
NEWPORT,9,2017,2050648,September
NEWPORT,9,2016,2031819,September
NEWPORT,10,2016,650000,October
NEWPORT,10,2017,650000,October
NEWPORT,11,2017,2382418,November
NEWPORT,11,2016,1859540,November
NEWPORT,12,2016,1355000,December
NEWPORT,12,2017,845366,December
NIDDRIE,1,2017,1144267,January
NIDDRIE,1,2016,1116611,January
NIDDRIE,2,2016,1036667,February
NIDDRIE,2,2017,995520,February
NIDDRIE,3,2016,654889,March
NIDDRIE,3,2017,646000,March
NIDDRIE,4,2016,739998,April
NIDDRIE,4,2017,721750,April
NIDDRIE,5,2017,559250,May
NIDDRIE,5,2016,542756,May
NIDDRIE,6,2016,722500,June
NIDDRIE,6,2017,341000,June
NIDDRIE,7,2017,1011694,July
NIDDRIE,7,2016,968762,July
NIDDRIE,8,2017,1080000,August
NIDDRIE,8,2016,865093,August
NIDDRIE,9,2017,1301700,September
NIDDRIE,9,2016,1296985,September
NIDDRIE,10,2017,1023016,October
NIDDRIE,10,2016,856133,October
NIDDRIE,11,2017,905667,November
NIDDRIE,11,2016,767100,November
NIDDRIE,12,2017,805500,December
NIDDRIE,12,2016,756450,December
NOBLE PARK,1,2017,1000647,January
NOBLE PARK,1,2016,998321,January
NOBLE PARK,2,2016,911982,February
NOBLE PARK,2,2017,911982,February
NOBLE PARK,3,2016,891144,March
NOBLE PARK,3,2017,850000,March
NOBLE PARK,4,2017,1666296,April
NOBLE PARK,4,2016,1213495,April
NOBLE PARK,5,2017,843438,May
NOBLE PARK,5,2016,794963,May
NOBLE PARK,6,2016,1269171,June
NOBLE PARK,6,2017,1226200,June
NOBLE PARK,7,2017,940624,July
NOBLE PARK,7,2016,851824,July
NOBLE PARK,8,2017,927252,August
NOBLE PARK,8,2016,792976,August
NOBLE PARK,9,2017,922956,September
NOBLE PARK,9,2016,912889,September
NOBLE PARK,10,2017,457000,October
NOBLE PARK,10,2016,440500,October
NOBLE PARK,11,2016,556092,November
NOBLE PARK,11,2017,554745,November
NOBLE PARK,12,2016,574751,December
NOBLE PARK,12,2017,574751,December
NORTH MELBOURNE,1,2016,585000,January
NORTH MELBOURNE,1,2017,585000,January
NORTH MELBOURNE,2,2017,1317084,February
NORTH MELBOURNE,2,2016,1040000,February
NORTH MELBOURNE,3,2017,1041774,March
NORTH MELBOURNE,3,2016,869839,March
NORTH MELBOURNE,4,2017,907000,April
NORTH MELBOURNE,4,2016,894490,April
NORTH MELBOURNE,5,2017,799000,May
NORTH MELBOURNE,5,2016,798075,May
NORTH MELBOURNE,6,2017,1020000,June
NORTH MELBOURNE,6,2016,910000,June
NORTH MELBOURNE,7,2017,501000,July
NORTH MELBOURNE,7,2016,443711,July
NORTH MELBOURNE,8,2016,614432,August
NORTH MELBOURNE,8,2017,484192,August
NORTH MELBOURNE,9,2016,627252,September
NORTH MELBOURNE,9,2017,584655,September
NORTH MELBOURNE,10,2016,1715000,October
NORTH MELBOURNE,10,2017,1715000,October
NORTH MELBOURNE,11,2017,602098,November
NORTH MELBOURNE,11,2016,588755,November
NORTH MELBOURNE,12,2017,563875,December
NORTH MELBOURNE,12,2016,520552,December
NORTH WARRANDYTE,1,2017,772500,January
NORTH WARRANDYTE,1,2016,729167,January
NORTH WARRANDYTE,2,2017,865250,February
NORTH WARRANDYTE,2,2016,723896,February
NORTH WARRANDYTE,3,2016,470500,March
NORTH WARRANDYTE,3,2017,470500,March
NORTH WARRANDYTE,4,2017,1055812,April
NORTH WARRANDYTE,4,2016,913841,April
NORTH WARRANDYTE,5,2016,1370000,May
NORTH WARRANDYTE,5,2017,360000,May
NORTH WARRANDYTE,6,2016,1371525,June
NORTH WARRANDYTE,6,2017,1366102,June
NORTH WARRANDYTE,7,2016,1343874,July
NORTH WARRANDYTE,7,2017,1318630,July
NORTH WARRANDYTE,8,2016,1223300,August
NORTH WARRANDYTE,8,2017,888167,August
NORTH WARRANDYTE,9,2016,494500,September
NORTH WARRANDYTE,9,2017,481000,September
NORTH WARRANDYTE,10,2017,517250,October
NORTH WARRANDYTE,10,2016,489045,October
NORTH WARRANDYTE,11,2016,1838506,November
NORTH WARRANDYTE,11,2017,1218500,November
NORTH WARRANDYTE,12,2017,1857333,December
NORTH WARRANDYTE,12,2016,565000,December
NORTHCOTE,1,2016,931878,January
NORTHCOTE,1,2017,832375,January
NORTHCOTE,2,2017,1250000,February
NORTHCOTE,2,2016,928242,February
NORTHCOTE,3,2017,894204,March
NORTHCOTE,3,2016,875215,March
NORTHCOTE,4,2017,902820,April
NORTHCOTE,4,2016,892514,April
NORTHCOTE,5,2017,1174356,May
NORTHCOTE,5,2016,968446,May
NORTHCOTE,6,2016,655000,June
NORTHCOTE,6,2017,655000,June
NORTHCOTE,7,2017,655000,July
NORTHCOTE,7,2016,642639,July
NORTHCOTE,8,2017,567111,August
NORTHCOTE,8,2016,564604,August
NORTHCOTE,9,2017,1110897,September
NORTHCOTE,9,2016,963700,September
NORTHCOTE,10,2017,967200,October
NORTHCOTE,10,2016,396000,October
NORTHCOTE,11,2016,966202,November
NORTHCOTE,11,2017,950000,November
NORTHCOTE,12,2017,1170051,December
NORTHCOTE,12,2016,1066456,December
NOTTING HILL,1,2017,652354,January
NOTTING HILL,1,2016,638175,January
NOTTING HILL,2,2017,788620,February
NOTTING HILL,2,2016,788473,February
NOTTING HILL,3,2017,1561750,March
NOTTING HILL,3,2016,1370728,March
NOTTING HILL,4,2017,1406733,April
NOTTING HILL,4,2016,1157663,April
NOTTING HILL,5,2017,907188,May
NOTTING HILL,5,2016,895337,May
NOTTING HILL,6,2017,593900,June
NOTTING HILL,6,2016,580714,June
NOTTING HILL,7,2017,974248,July
NOTTING HILL,7,2016,961962,July
NOTTING HILL,8,2017,702600,August
NOTTING HILL,8,2016,650681,August
NOTTING HILL,9,2016,496000,September
NOTTING HILL,9,2017,474500,September
NOTTING HILL,10,2017,1146333,October
NOTTING HILL,10,2016,1059161,October
NOTTING HILL,11,2016,1021333,November
NOTTING HILL,11,2017,1021333,November
NOTTING HILL,12,2017,647367,December
NOTTING HILL,12,2016,619607,December
NUNAWADING,1,2016,659332,January
NUNAWADING,1,2017,654500,January
NUNAWADING,2,2016,612500,February
NUNAWADING,2,2017,590935,February
NUNAWADING,3,2016,1724711,March
NUNAWADING,3,2017,1485345,March
NUNAWADING,4,2017,1347853,April
NUNAWADING,4,2016,1309248,April
NUNAWADING,5,2017,719345,May
NUNAWADING,5,2016,603750,May
NUNAWADING,6,2017,740000,June
NUNAWADING,6,2016,593185,June
NUNAWADING,7,2016,819293,July
NUNAWADING,7,2017,815648,July
NUNAWADING,8,2017,747562,August
NUNAWADING,8,2016,736561,August
NUNAWADING,9,2017,770000,September
NUNAWADING,9,2016,624364,September
NUNAWADING,10,2016,760917,October
NUNAWADING,10,2017,661000,October
NUNAWADING,11,2017,1989286,November
NUNAWADING,11,2016,1863513,November
NUNAWADING,12,2016,1321112,December
NUNAWADING,12,2017,1022772,December
OAK PARK,1,2016,565458,January
OAK PARK,1,2017,565458,January
OAK PARK,2,2017,1483570,February
OAK PARK,2,2016,1365962,February
OAK PARK,3,2017,1905783,March
OAK PARK,3,2016,1543198,March
OAK PARK,4,2016,650000,April
OAK PARK,4,2017,650000,April
OAK PARK,5,2016,959576,May
OAK PARK,5,2017,921519,May
OAK PARK,6,2017,1097500,June
OAK PARK,6,2016,1026403,June
OAK PARK,7,2017,836197,July
OAK PARK,7,2016,716500,July
OAK PARK,8,2017,705333,August
OAK PARK,8,2016,684520,August
OAK PARK,9,2016,1204709,September
OAK PARK,9,2017,1069958,September
OAK PARK,10,2017,693929,October
OAK PARK,10,2016,635516,October
OAK PARK,11,2017,556944,November
OAK PARK,11,2016,548570,November
OAK PARK,12,2016,1079621,December
OAK PARK,12,2017,1044750,December
OAKLEIGH,1,2017,1142500,January
OAKLEIGH,1,2016,1080475,January
OAKLEIGH,2,2016,790000,February
OAKLEIGH,2,2017,790000,February
OAKLEIGH,3,2017,1222923,March
OAKLEIGH,3,2016,1099112,March
OAKLEIGH,4,2016,1889738,April
OAKLEIGH,4,2017,1471364,April
OAKLEIGH,5,2017,564650,May
OAKLEIGH,5,2016,460000,May
OAKLEIGH,6,2017,661000,June
OAKLEIGH,6,2016,595364,June
OAKLEIGH,7,2016,818217,July
OAKLEIGH,7,2017,732833,July
OAKLEIGH,8,2017,700000,August
OAKLEIGH,8,2016,662991,August
OAKLEIGH,9,2017,908144,September
OAKLEIGH,9,2016,730143,September
OAKLEIGH,10,2017,680000,October
OAKLEIGH,10,2016,660000,October
OAKLEIGH,11,2017,680000,November
OAKLEIGH,11,2016,475000,November
OAKLEIGH,12,2017,891450,December
OAKLEIGH,12,2016,858714,December
OAKLEIGH EAST,1,2017,2151630,January
OAKLEIGH EAST,1,2016,1920079,January
OAKLEIGH EAST,2,2017,1722325,February
OAKLEIGH EAST,2,2016,1474301,February
OAKLEIGH EAST,3,2016,851367,March
OAKLEIGH EAST,3,2017,806933,March
OAKLEIGH EAST,4,2016,764771,April
OAKLEIGH EAST,4,2017,762000,April
OAKLEIGH EAST,5,2017,573300,May
OAKLEIGH EAST,5,2016,548407,May
OAKLEIGH EAST,6,2016,705373,June
OAKLEIGH EAST,6,2017,632750,June
OAKLEIGH EAST,7,2016,892536,July
OAKLEIGH EAST,7,2017,874063,July
OAKLEIGH EAST,8,2016,949989,August
OAKLEIGH EAST,8,2017,949989,August
OAKLEIGH EAST,9,2017,1496656,September
OAKLEIGH EAST,9,2016,926667,September
OAKLEIGH EAST,10,2016,341639,October
OAKLEIGH EAST,10,2017,296000,October
OAKLEIGH EAST,11,2017,690409,November
OAKLEIGH EAST,11,2016,619847,November
OAKLEIGH EAST,12,2016,578788,December
OAKLEIGH EAST,12,2017,554650,December
OAKLEIGH SOUTH,1,2017,936000,January
OAKLEIGH SOUTH,1,2016,821500,January
OAKLEIGH SOUTH,2,2016,751356,February
OAKLEIGH SOUTH,2,2017,710065,February
OAKLEIGH SOUTH,3,2017,1984944,March
OAKLEIGH SOUTH,3,2016,1851407,March
OAKLEIGH SOUTH,4,2017,1542730,April
OAKLEIGH SOUTH,4,2016,1286930,April
OAKLEIGH SOUTH,5,2016,869660,May
OAKLEIGH SOUTH,5,2017,733965,May
OAKLEIGH SOUTH,6,2017,1393100,June
OAKLEIGH SOUTH,6,2016,1317333,June
OAKLEIGH SOUTH,7,2017,496644,July
OAKLEIGH SOUTH,7,2016,492625,July
OAKLEIGH SOUTH,8,2017,730051,August
OAKLEIGH SOUTH,8,2016,675424,August
OAKLEIGH SOUTH,9,2017,408800,September
OAKLEIGH SOUTH,9,2016,401621,September
OAKLEIGH SOUTH,10,2017,385983,October
OAKLEIGH SOUTH,10,2016,377250,October
OAKLEIGH SOUTH,11,2016,448161,November
OAKLEIGH SOUTH,11,2017,432774,November
OAKLEIGH SOUTH,12,2016,1012913,December
OAKLEIGH SOUTH,12,2017,902714,December
OFFICER,1,2016,633756,January
OFFICER,1,2017,605723,January
OFFICER,2,2016,510000,February
OFFICER,2,2017,450000,February
OFFICER,3,2017,2359055,March
OFFICER,3,2016,1500000,March
OFFICER,4,2017,663079,April
OFFICER,4,2016,626798,April
OFFICER,5,2017,1040995,May
OFFICER,5,2016,968998,May
OFFICER,6,2016,1570975,June
OFFICER,6,2017,1485365,June
OFFICER,7,2016,847205,July
OFFICER,7,2017,813250,July
OFFICER,8,2016,735000,August
OFFICER,8,2017,735000,August
OFFICER,9,2017,1087860,September
OFFICER,9,2016,934324,September
OFFICER,10,2017,1044375,October
OFFICER,10,2016,962458,October
OFFICER,11,2017,749010,November
OFFICER,11,2016,745792,November
OFFICER,12,2016,1034444,December
OFFICER,12,2017,903486,December
ORMOND,1,2016,567500,January
ORMOND,1,2017,567500,January
ORMOND,2,2017,1388312,February
ORMOND,2,2016,1364932,February
ORMOND,3,2016,1071262,March
ORMOND,3,2017,912083,March
ORMOND,4,2017,1040255,April
ORMOND,4,2016,632572,April
ORMOND,5,2017,763222,May
ORMOND,5,2016,662074,May
ORMOND,6,2016,690000,June
ORMOND,6,2017,690000,June
ORMOND,7,2017,1083991,July
ORMOND,7,2016,956541,July
ORMOND,8,2017,1137889,August
ORMOND,8,2016,959062,August
ORMOND,9,2016,638376,September
ORMOND,9,2017,574315,September
ORMOND,10,2016,1282525,October
ORMOND,10,2017,973870,October
ORMOND,11,2016,1226000,November
ORMOND,11,2017,902000,November
ORMOND,12,2017,1238706,December
ORMOND,12,2016,1139152,December
PAKENHAM,1,2017,1164500,January
PAKENHAM,1,2016,1054125,January
PAKENHAM,2,2016,1029957,February
PAKENHAM,2,2017,946548,February
PAKENHAM,3,2017,860500,March
PAKENHAM,3,2016,694295,March
PAKENHAM,4,2016,1016346,April
PAKENHAM,4,2017,974403,April
PAKENHAM,5,2017,1102667,May
PAKENHAM,5,2016,1019556,May
PAKENHAM,6,2017,1090901,June
