Country,Code,Year,Longitude,Latitude,Age Group,Recorded Deaths
Austria,AUT,2016,13.3333,47.3333,: 15-49 years,365
Azerbaijan,AZE,2016,47.5,40.5,: 15-49 years,1194
Bahamas,BHS,2016,-76,24.25,: 15-49 years,17
Bahrain,BHR,2016,50.55,26,: 15-49 years,63
Bangladesh,BGD,2016,90,24,: 15-49 years,8795
Barbados,BRB,2016,-59.5333,13.1667,: 15-49 years,10
Belarus,BLR,2016,28,53,: 15-49 years,1353
Belgium,BEL,2016,4,50.8333,: 15-49 years,446
Belize,BLZ,2016,-88.75,17.25,: 15-49 years,12
Benin,BEN,2016,2.25,9.5,: 15-49 years,255
Bermuda,BMU,2016,-64.75,32.3333,: 15-49 years,2
Bhutan,BTN,2016,90.5,27.5,: 15-49 years,20
Bolivia,BOL,2016,-65,-17,: 15-49 years,176
Bosnia and Herzegovina,BIH,2016,18,44,: 15-49 years,328
Botswana,BWA,2016,24,-22,: 15-49 years,261
Brazil,BRA,2016,-55,-10,: 15-49 years,12584
Brunei,BRN,2016,114.6667,4.5,: 15-49 years,35
Bulgaria,BGR,2016,25,43,: 15-49 years,1445
Burkina Faso,BFA,2016,-2,13,: 15-49 years,660
Burundi,BDI,2016,30,-3.5,: 15-49 years,489
Cambodia,KHM,2016,105,13,: 15-49 years,1422
Cameroon,CMR,2016,12,6,: 15-49 years,904
Canada,CAN,2016,-95,60,: 15-49 years,1099
Cape Verde,CPV,2016,-24,16,: 15-49 years,15
Central African Republic,CAF,2016,21,7,: 15-49 years,601
Chad,TCD,2016,19,15,: 15-49 years,506
Chile,CHL,2016,-71,-30,: 15-49 years,755
China,CHN,2016,105,35,: 15-49 years,132935
Colombia,COL,2016,-72,4,: 15-49 years,897
Comoros,COM,2016,44.25,-12.1667,: 15-49 years,34
Congo,COG,2016,15,-1,: 15-49 years,245
Cook Islands,COK,2016,-159.7667,-21.2333,: 15-49 years,2
Costa Rica,CRI,2016,-84,10,: 15-49 years,115
Cote d'Ivoire,CIV,2016,-5,8,: 15-49 years,1513
Croatia,HRV,2016,15.5,45.1667,: 15-49 years,282
Cuba,CUB,2016,-80,21.5,: 15-49 years,751
Cyprus,CYP,2016,33,35,: 15-49 years,62
Czechia,CZE,2016,15.5,49.75,: 15-49 years,554
Democratic Republic of Congo,COD,2016,25,0,: 15-49 years,3088
Denmark,DNK,2016,10,56,: 15-49 years,181
Djibouti,DJI,2016,43,11.5,: 15-49 years,84
Dominica,DMA,2016,-61.3333,15.4167,: 15-49 years,2
Dominican Republic,DOM,2016,-70.6667,19,: 15-49 years,744
East Asia & Pacific (WB),,2016,0,0,: 15-49 years,215680
Eastern Mediterranean Region (WHO),,2016,0,0,: 15-49 years,52304
Ecuador,ECU,2016,-77.5,-2,: 15-49 years,332
Egypt,EGY,2016,30,27,: 15-49 years,7866
El Salvador,SLV,2016,-88.9167,13.8333,: 15-49 years,169
England,,2016,0,0,: 15-49 years,2490
Equatorial Guinea,GNQ,2016,10,2,: 15-49 years,27
Eritrea,ERI,2016,39,15,: 15-49 years,524
Estonia,EST,2016,26,59,: 15-49 years,81
Eswatini,SWZ,2016,31.5,-26.5,: 15-49 years,65
Ethiopia,ETH,2016,38,8,: 15-49 years,1166
Europe & Central Asia (WB),,2016,0,0,: 15-49 years,86909
European Region (WHO),,2016,0,0,: 15-49 years,87401
Fiji,FJI,2016,175,-18,: 15-49 years,139
Finland,FIN,2016,26,64,: 15-49 years,129
France,FRA,2016,2,46,: 15-49 years,2638
G20,,2016,0,0,: 15-49 years,365446
Gabon,GAB,2016,11.75,-1,: 15-49 years,79
Gambia,GMB,2016,-16.5667,13.4667,: 15-49 years,100
Georgia,GEO,2016,43.5,42,: 15-49 years,572
Germany,DEU,2016,9,51,: 15-49 years,3641
Ghana,GHA,2016,-2,8,: 15-49 years,773
Greece,GRC,2016,22,39,: 15-49 years,940
Greenland,GRL,2016,-40,72,: 15-49 years,7
Grenada,GRD,2016,-61.6667,12.1167,: 15-49 years,4
Guam,GUM,2016,144.7833,13.4667,: 15-49 years,19
Guatemala,GTM,2016,-90.25,15.5,: 15-49 years,410
Guinea,GIN,2016,-10,11,: 15-49 years,619
Guinea-Bissau,GNB,2016,-15,12,: 15-49 years,62
Guyana,GUY,2016,-59,5,: 15-49 years,60
Haiti,HTI,2016,-72.4167,19,: 15-49 years,390
Honduras,HND,2016,-86.5,15,: 15-49 years,247
Hungary,HUN,2016,20,47,: 15-49 years,1083
Iceland,ISL,2016,-18,65,: 15-49 years,10
India,IND,2016,77,20,: 15-49 years,88744
Indonesia,IDN,2016,120,-5,: 15-49 years,30311
Iran,IRN,2016,53,32,: 15-49 years,3622
Iraq,IRQ,2016,44,33,: 15-49 years,2793
Ireland,IRL,2016,-8,53,: 15-49 years,158
Israel,ISR,2016,34.75,31.5,: 15-49 years,195
Italy,ITA,2016,12.8333,42.8333,: 15-49 years,2170
Jamaica,JAM,2016,-77.5,18.25,: 15-49 years,115
Japan,JPN,2016,138,36,: 15-49 years,4502
Jordan,JOR,2016,36,31,: 15-49 years,489
Kazakhstan,KAZ,2016,68,48,: 15-49 years,2151
Kenya,KEN,2016,38,1,: 15-49 years,1759
Kiribati,KIR,2016,173,1.4167,: 15-49 years,56
Kuwait,KWT,2016,47.6581,29.3375,: 15-49 years,299
Kyrgyzstan,KGZ,2016,75,41,: 15-49 years,540
Laos,LAO,2016,105,18,: 15-49 years,667
Latin America & Caribbean (WB),,2016,0,0,: 15-49 years,26331
Latvia,LVA,2016,25,57,: 15-49 years,182
Lebanon,LBN,2016,35.8333,33.8333,: 15-49 years,455
Lesotho,LSO,2016,28.5,-29.5,: 15-49 years,583
Liberia,LBR,2016,-9.5,6.5,: 15-49 years,113
Libya,LBY,2016,17,25,: 15-49 years,540
Lithuania,LTU,2016,24,56,: 15-49 years,333
Luxembourg,LUX,2016,6.1667,49.75,: 15-49 years,24
Madagascar,MDG,2016,47,-20,: 15-49 years,1321
Malawi,MWI,2016,34,-13.5,: 15-49 years,731
Malaysia,MYS,2016,112.5,2.5,: 15-49 years,2524
Maldives,MDV,2016,73,3.25,: 15-49 years,20
Mali,MLI,2016,-4,17,: 15-49 years,398
Malta,MLT,2016,14.5833,35.8333,: 15-49 years,17
Marshall Islands,MHL,2016,168,9,: 15-49 years,14
Mauritania,MRT,2016,-12,20,: 15-49 years,108
Mauritius,MUS,2016,57.55,-20.2833,: 15-49 years,86
Mexico,MEX,2016,-102,23,: 15-49 years,3246
Micronesia (country),FSM,2016,158.25,6.9167,: 15-49 years,32
Middle East & North Africa (WB),,2016,0,0,: 15-49 years,29672
Moldova,MDA,2016,29,47,: 15-49 years,593
Monaco,MCO,2016,7.4,43.7333,: 15-49 years,3
Mongolia,MNG,2016,105,46,: 15-49 years,583
Montenegro,MNE,2016,19,42,: 15-49 years,72
Morocco,MAR,2016,-5,32,: 15-49 years,2015
Mozambique,MOZ,2016,35,-18.25,: 15-49 years,1810
Myanmar,MMR,2016,98,22,: 15-49 years,4299
Namibia,NAM,2016,17,-22,: 15-49 years,104
Nauru,NRU,2016,166.9167,-0.5333,: 15-49 years,4
Nepal,NPL,2016,84,28,: 15-49 years,1351
Netherlands,NLD,2016,5.75,52.5,: 15-49 years,607
New Zealand,NZL,2016,174,-41,: 15-49 years,156
Nicaragua,NIC,2016,-85,13,: 15-49 years,116
Niger,NER,2016,8,16,: 15-49 years,382
Nigeria,NGA,2016,8,10,: 15-49 years,2684
Niue,NIU,2016,-169.8667,-19.0333,: 15-49 years,0
North America (WB),,2016,0,0,: 15-49 years,18755
North Korea,PRK,2016,127,40,: 15-49 years,3686
North Macedonia,MKD,2016,22,41.8333,: 15-49 years,286
Northern Ireland,,2016,0,0,: 15-49 years,86
Northern Mariana Islands,MNP,2016,145.75,15.2,: 15-49 years,7
Norway,NOR,2016,10,62,: 15-49 years,126
OECD Countries,,2016,0,0,: 15-49 years,59613
Oman,OMN,2016,57,21,: 15-49 years,128
Pakistan,PAK,2016,70,30,: 15-49 years,18489
Palau,PLW,2016,134.5,7.5,: 15-49 years,5
Palestine,PSE,2016,35.25,32,: 15-49 years,200
Panama,PAN,2016,-80,9,: 15-49 years,60
Papua New Guinea,PNG,2016,147,-6,: 15-49 years,1270
Paraguay,PRY,2016,-58,-23,: 15-49 years,268
Peru,PER,2016,-76,-10,: 15-49 years,374
Philippines,PHL,2016,122,13,: 15-49 years,13738
Poland,POL,2016,20,52,: 15-49 years,2720
Portugal,PRT,2016,-8,39.5,: 15-49 years,549
Puerto Rico,PRI,2016,-66.5,18.25,: 15-49 years,89
Qatar,QAT,2016,51.25,25.5,: 15-49 years,96
Region of the Americas (WHO),,2016,0,0,: 15-49 years,44992
Romania,ROU,2016,25,46,: 15-49 years,2877
Russia,RUS,2016,100,60,: 15-49 years,28496
Rwanda,RWA,2016,30,-2,: 15-49 years,424
Saint Kitts and Nevis,KNA,2016,-62.75,17.3333,: 15-49 years,2
Saint Lucia,LCA,2016,-61.1333,13.8833,: 15-49 years,8
Saint Vincent and the Grenadines,VCT,2016,-61.2,13.25,: 15-49 years,5
Samoa,WSM,2016,-172.3333,-13.5833,: 15-49 years,33
San Marino,SMR,2016,12.4167,43.7667,: 15-49 years,1
Sao Tome and Principe,STP,2016,7,1,: 15-49 years,4
Saudi Arabia,SAU,2016,45,25,: 15-49 years,3049
Scotland,,2016,0,0,: 15-49 years,392
Senegal,SEN,2016,-14,14,: 15-49 years,506
Serbia,SRB,2016,21,44,: 15-49 years,871
Seychelles,SYC,2016,55.6667,-4.5833,: 15-49 years,11
Sierra Leone,SLE,2016,-11.5,8.5,: 15-49 years,374
Singapore,SGP,2016,103.8,1.3667,: 15-49 years,131
Slovakia,SVK,2016,19.5,48.6667,: 15-49 years,387
Slovenia,SVN,2016,15,46,: 15-49 years,88
Solomon Islands,SLB,2016,159,-8,: 15-49 years,248
Somalia,SOM,2016,49,10,: 15-49 years,1347
South Africa,ZAF,2016,24,-29,: 15-49 years,3796
South Asia (WB),,2016,0,0,: 15-49 years,120741
South Korea,KOR,2016,127.5,37,: 15-49 years,1934
South Sudan,SSD,2016,30,8,: 15-49 years,300
South-East Asia Region (WHO),,2016,0,0,: 15-49 years,143152
Spain,ESP,2016,-4,40,: 15-49 years,2433
Sri Lanka,LKA,2016,81,7,: 15-49 years,657
Sub-Saharan Africa (WB),,2016,0,0,: 15-49 years,39049
Sudan,SDN,2016,30,15,: 15-49 years,2411
Suriname,SUR,2016,-56,4,: 15-49 years,45
Sweden,SWE,2016,15,62,: 15-49 years,171
Switzerland,CHE,2016,8,47,: 15-49 years,215
Syria,SYR,2016,38,35,: 15-49 years,1507
Taiwan,TWN,2016,121,23.5,: 15-49 years,1996
Tajikistan,TJK,2016,71,39,: 15-49 years,565
Tanzania,TZA,2016,35,-6,: 15-49 years,2704
Thailand,THA,2016,100,15,: 15-49 years,5200
Timor,TLS,2016,125.5167,-8.55,: 15-49 years,69
Togo,TGO,2016,1.1667,8,: 15-49 years,342
Tokelau,TKL,2016,-172,-9,: 15-49 years,0
Tonga,TON,2016,-175,-20,: 15-49 years,9
Trinidad and Tobago,TTO,2016,-61,11,: 15-49 years,73
Tunisia,TUN,2016,9,34,: 15-49 years,753
Turkey,TUR,2016,35,39,: 15-49 years,5933
Turkmenistan,TKM,2016,60,40,: 15-49 years,723
Tuvalu,TUV,2016,178,-8,: 15-49 years,3
Uganda,UGA,2016,32,1,: 15-49 years,1071
Ukraine,UKR,2016,32,49,: 15-49 years,12077
United Arab Emirates,ARE,2016,54,24,: 15-49 years,1314
United Kingdom,GBR,2016,-2,54,: 15-49 years,3135
United States,USA,2016,-97,38,: 15-49 years,17655
United States Virgin Islands,VIR,2016,-64.8333,18.3333,: 15-49 years,4
Uruguay,URY,2016,-56,-33,: 15-49 years,226
Uzbekistan,UZB,2016,64,41,: 15-49 years,2955
Vanuatu,VUT,2016,167,-16,: 15-49 years,50
Venezuela,VEN,2016,-66,8,: 15-49 years,1334
Vietnam,VNM,2016,106,16,: 15-49 years,8824
Wales,,2016,0,0,: 15-49 years,167
Western Pacific Region (WHO),,2016,0,0,: 15-49 years,171834
World,OWID_WRL,2016,0,0,: 15-49 years,537763
World Bank High Income,,2016,0,0,: 15-49 years,58106
World Bank Low Income,,2016,0,0,: 15-49 years,29554
World Bank Lower Middle Income,,2016,0,0,: 15-49 years,225430
World Bank Upper Middle Income,,2016,0,0,: 15-49 years,224334
Yemen,YEM,2016,48,15,: 15-49 years,2317
Zambia,ZMB,2016,30,-15,: 15-49 years,793
Zimbabwe,ZWE,2016,30,-20,: 15-49 years,1536
Afghanistan,AFG,2017,65,33,: 70+,2727
African Region (WHO),,2017,0,0,: 70+,81775
Albania,ALB,2017,20,41,: 70+,2699
Algeria,DZA,2017,3,28,: 70+,10401
American Samoa,ASM,2017,-170,-14.3333,: 70+,18
Andorra,AND,2017,1.6,42.5,: 70+,61
Angola,AGO,2017,18.5,-12.5,: 70+,1743
Antigua and Barbuda,ATG,2017,-61.8,17.05,: 70+,16
Argentina,ARG,2017,-64,-34,: 70+,26920
Armenia,ARM,2017,45,40,: 70+,2133
Australia,AUS,2017,133,-27,: 70+,11182
Austria,AUT,2017,13.3333,47.3333,: 70+,7573
Azerbaijan,AZE,2017,47.5,40.5,: 70+,4020
Bahamas,BHS,2017,-76,24.25,: 70+,52
Bahrain,BHR,2017,50.55,26,: 70+,174
Bangladesh,BGD,2017,90,24,: 70+,46581
Barbados,BRB,2017,-59.5333,13.1667,: 70+,76
Belarus,BLR,2017,28,53,: 70+,8118
Belgium,BEL,2017,4,50.8333,: 70+,12738
Belize,BLZ,2017,-88.75,17.25,: 70+,51
Benin,BEN,2017,2.25,9.5,: 70+,790
Bermuda,BMU,2017,-64.75,32.3333,: 70+,35
Bhutan,BTN,2017,90.5,27.5,: 70+,184
Bolivia,BOL,2017,-65,-17,: 70+,1682
Bosnia and Herzegovina,BIH,2017,18,44,: 70+,4698
Botswana,BWA,2017,24,-22,: 70+,496
Brazil,BRA,2017,-55,-10,: 70+,82041
Brunei,BRN,2017,114.6667,4.5,: 70+,103
Bulgaria,BGR,2017,25,43,: 70+,8955
Burkina Faso,BFA,2017,-2,13,: 70+,701
Burundi,BDI,2017,30,-3.5,: 70+,659
Cambodia,KHM,2017,105,13,: 70+,7311
Cameroon,CMR,2017,12,6,: 70+,1403
Canada,CAN,2017,-95,60,: 70+,29973
Cape Verde,CPV,2017,-24,16,: 70+,50
Central African Republic,CAF,2017,21,7,: 70+,277
Chad,TCD,2017,19,15,: 70+,1063
Chile,CHL,2017,-71,-30,: 70+,4966
China,CHN,2017,105,35,: 70+,1344375
Colombia,COL,2017,-72,4,: 70+,9254
Comoros,COM,2017,44.25,-12.1667,: 70+,123
Congo,COG,2017,15,-1,: 70+,434
Cook Islands,COK,2017,-159.7667,-21.2333,: 70+,9
Costa Rica,CRI,2017,-84,10,: 70+,1220
Cote d'Ivoire,CIV,2017,-5,8,: 70+,1710
Croatia,HRV,2017,15.5,45.1667,: 70+,5594
Cuba,CUB,2017,-80,21.5,: 70+,11355
Cyprus,CYP,2017,33,35,: 70+,866
Czechia,CZE,2017,15.5,49.75,: 70+,12102
Democratic Republic of Congo,COD,2017,25,0,: 70+,3554
Denmark,DNK,2017,10,56,: 70+,9281
Djibouti,DJI,2017,43,11.5,: 70+,125
Dominica,DMA,2017,-61.3333,15.4167,: 70+,22
Dominican Republic,DOM,2017,-70.6667,19,: 70+,4202
East Asia & Pacific (WB),,2017,0,0,: 70+,1823243
Eastern Mediterranean Region (WHO),,2017,0,0,: 70+,141583
Ecuador,ECU,2017,-77.5,-2,: 70+,2730
Egypt,EGY,2017,30,27,: 70+,21578
El Salvador,SLV,2017,-88.9167,13.8333,: 70+,826
England,,2017,0,0,: 70+,66417
Equatorial Guinea,GNQ,2017,10,2,: 70+,68
Eritrea,ERI,2017,39,15,: 70+,187
Estonia,EST,2017,26,59,: 70+,1201
Eswatini,SWZ,2017,31.5,-26.5,: 70+,131
Ethiopia,ETH,2017,38,8,: 70+,3399
Europe & Central Asia (WB),,2017,0,0,: 70+,772968
European Region (WHO),,2017,0,0,: 70+,779388
Fiji,FJI,2017,175,-18,: 70+,242
Finland,FIN,2017,26,64,: 70+,4228
France,FRA,2017,2,46,: 70+,47387
G20,,2017,0,0,: 70+,3240719
Gabon,GAB,2017,11.75,-1,: 70+,142
Gambia,GMB,2017,-16.5667,13.4667,: 70+,217
Georgia,GEO,2017,43.5,42,: 70+,2960
Germany,DEU,2017,9,51,: 70+,90674
Ghana,GHA,2017,-2,8,: 70+,1773
Greece,GRC,2017,22,39,: 70+,16850
Greenland,GRL,2017,-40,72,: 70+,53
Grenada,GRD,2017,-61.6667,12.1167,: 70+,20
Guam,GUM,2017,144.7833,13.4667,: 70+,47
Guatemala,GTM,2017,-90.25,15.5,: 70+,1961
Guinea,GIN,2017,-10,11,: 70+,1527
Guinea-Bissau,GNB,2017,-15,12,: 70+,64
Guyana,GUY,2017,-59,5,: 70+,103
Haiti,HTI,2017,-72.4167,19,: 70+,818
Honduras,HND,2017,-86.5,15,: 70+,2143
Hungary,HUN,2017,20,47,: 70+,11506
Iceland,ISL,2017,-18,65,: 70+,224
India,IND,2017,77,20,: 70+,469007
Indonesia,IDN,2017,120,-5,: 70+,90310
Iran,IRN,2017,53,32,: 70+,16641
Iraq,IRQ,2017,44,33,: 70+,8260
Ireland,IRL,2017,-8,53,: 70+,4256
Israel,ISR,2017,34.75,31.5,: 70+,3690
Italy,ITA,2017,12.8333,42.8333,: 70+,63730
Jamaica,JAM,2017,-77.5,18.25,: 70+,864
Japan,JPN,2017,138,36,: 70+,148761
Jordan,JOR,2017,36,31,: 70+,1636
Kazakhstan,KAZ,2017,68,48,: 70+,6845
Kenya,KEN,2017,38,1,: 70+,3390
Kiribati,KIR,2017,173,1.4167,: 70+,52
Kuwait,KWT,2017,47.6581,29.3375,: 70+,515
Kyrgyzstan,KGZ,2017,75,41,: 70+,1612
Laos,LAO,2017,105,18,: 70+,2248
Latin America & Caribbean (WB),,2017,0,0,: 70+,197452
Latvia,LVA,2017,25,57,: 70+,1819
Lebanon,LBN,2017,35.8333,33.8333,: 70+,4352
Lesotho,LSO,2017,28.5,-29.5,: 70+,583
Liberia,LBR,2017,-9.5,6.5,: 70+,198
Libya,LBY,2017,17,25,: 70+,1305
Lithuania,LTU,2017,24,56,: 70+,2513
Luxembourg,LUX,2017,6.1667,49.75,: 70+,431
Madagascar,MDG,2017,47,-20,: 70+,1046
Malawi,MWI,2017,34,-13.5,: 70+,1680
Malaysia,MYS,2017,112.5,2.5,: 70+,10011
Maldives,MDV,2017,73,3.25,: 70+,108
Mali,MLI,2017,-4,17,: 70+,1358
Malta,MLT,2017,14.5833,35.8333,: 70+,327
Marshall Islands,MHL,2017,168,9,: 70+,9
Mauritania,MRT,2017,-12,20,: 70+,228
Mauritius,MUS,2017,57.55,-20.2833,: 70+,425
Mexico,MEX,2017,-102,23,: 70+,27963
Micronesia (country),FSM,2017,158.25,6.9167,: 70+,31
Middle East & North Africa (WB),,2017,0,0,: 70+,94830
Moldova,MDA,2017,29,47,: 70+,1975
Monaco,MCO,2017,7.4,43.7333,: 70+,65
Mongolia,MNG,2017,105,46,: 70+,939
Montenegro,MNE,2017,19,42,: 70+,892
Morocco,MAR,2017,-5,32,: 70+,7234
Mozambique,MOZ,2017,35,-18.25,: 70+,2095
Myanmar,MMR,2017,98,22,: 70+,30714
Namibia,NAM,2017,17,-22,: 70+,630
Nauru,NRU,2017,166.9167,-0.5333,: 70+,1
Nepal,NPL,2017,84,28,: 70+,20181
Netherlands,NLD,2017,5.75,52.5,: 70+,21281
New Zealand,NZL,2017,174,-41,: 70+,2953
Nicaragua,NIC,2017,-85,13,: 70+,841
Niger,NER,2017,8,16,: 70+,564
Nigeria,NGA,2017,8,10,: 70+,6725
Niue,NIU,2017,-169.8667,-19.0333,: 70+,1
North America (WB),,2017,0,0,: 70+,328101
North Korea,PRK,2017,127,40,: 70+,19507
North Macedonia,MKD,2017,22,41.8333,: 70+,2456
Northern Ireland,,2017,0,0,: 70+,1968
Northern Mariana Islands,MNP,2017,145.75,15.2,: 70+,13
Norway,NOR,2017,10,62,: 70+,3213
OECD Countries,,2017,0,0,: 70+,1100637
Oman,OMN,2017,57,21,: 70+,317
Pakistan,PAK,2017,70,30,: 70+,52335
Palau,PLW,2017,134.5,7.5,: 70+,7
Palestine,PSE,2017,35.25,32,: 70+,780
Panama,PAN,2017,-80,9,: 70+,717
Papua New Guinea,PNG,2017,147,-6,: 70+,1879
Paraguay,PRY,2017,-58,-23,: 70+,2410
Peru,PER,2017,-76,-10,: 70+,2542
Philippines,PHL,2017,122,13,: 70+,34749
Poland,POL,2017,20,52,: 70+,35956
Portugal,PRT,2017,-8,39.5,: 70+,7105
Puerto Rico,PRI,2017,-66.5,18.25,: 70+,1722
Qatar,QAT,2017,51.25,25.5,: 70+,77
Region of the Americas (WHO),,2017,0,0,: 70+,523742
Romania,ROU,2017,25,46,: 70+,17361
Russia,RUS,2017,100,60,: 70+,101344
Rwanda,RWA,2017,30,-2,: 70+,2159
Saint Kitts and Nevis,KNA,2017,-62.75,17.3333,: 70+,8
Saint Lucia,LCA,2017,-61.1333,13.8833,: 70+,49
Saint Vincent and the Grenadines,VCT,2017,-61.2,13.25,: 70+,27
Samoa,WSM,2017,-172.3333,-13.5833,: 70+,88
San Marino,SMR,2017,12.4167,43.7667,: 70+,28
Sao Tome and Principe,STP,2017,7,1,: 70+,17
Saudi Arabia,SAU,2017,45,25,: 70+,1943
Scotland,,2017,0,0,: 70+,8919
Senegal,SEN,2017,-14,14,: 70+,1029
Serbia,SRB,2017,21,44,: 70+,11889
Seychelles,SYC,2017,55.6667,-4.5833,: 70+,44
Sierra Leone,SLE,2017,-11.5,8.5,: 70+,689
Singapore,SGP,2017,103.8,1.3667,: 70+,1417
Slovakia,SVK,2017,19.5,48.6667,: 70+,3579
Slovenia,SVN,2017,15,46,: 70+,1582
Solomon Islands,SLB,2017,159,-8,: 70+,205
Somalia,SOM,2017,49,10,: 70+,1017
South Africa,ZAF,2017,24,-29,: 70+,13015
South Asia (WB),,2017,0,0,: 70+,596611
South Korea,KOR,2017,127.5,37,: 70+,31471
South Sudan,SSD,2017,30,8,: 70+,716
South-East Asia Region (WHO),,2017,0,0,: 70+,713998
Spain,ESP,2017,-4,40,: 70+,42291
Sri Lanka,LKA,2017,81,7,: 70+,5490
Sub-Saharan Africa (WB),,2017,0,0,: 70+,78264
Sudan,SDN,2017,30,15,: 70+,5873
Suriname,SUR,2017,-56,4,: 70+,167
Sweden,SWE,2017,15,62,: 70+,10323
Switzerland,CHE,2017,8,47,: 70+,6929
Syria,SYR,2017,38,35,: 70+,4377
Taiwan,TWN,2017,121,23.5,: 70+,13573
Tajikistan,TJK,2017,71,39,: 70+,1421
Tanzania,TZA,2017,35,-6,: 70+,6648
Thailand,THA,2017,100,15,: 70+,31500
Timor,TLS,2017,125.5167,-8.55,: 70+,417
Togo,TGO,2017,1.1667,8,: 70+,679
Tokelau,TKL,2017,-172,-9,: 70+,1
Tonga,TON,2017,-175,-20,: 70+,53
Trinidad and Tobago,TTO,2017,-61,11,: 70+,385
Tunisia,TUN,2017,9,34,: 70+,5422
Turkey,TUR,2017,35,39,: 70+,40811
Turkmenistan,TKM,2017,60,40,: 70+,840
Tuvalu,TUV,2017,178,-8,: 70+,5
Uganda,UGA,2017,32,1,: 70+,2241
Ukraine,UKR,2017,32,49,: 70+,42255
United Arab Emirates,ARE,2017,54,24,: 70+,224
United Kingdom,GBR,2017,-2,54,: 70+,82001
United States,USA,2017,-97,38,: 70+,298094
United States Virgin Islands,VIR,2017,-64.8333,18.3333,: 70+,54
Uruguay,URY,2017,-56,-33,: 70+,2575
Uzbekistan,UZB,2017,64,41,: 70+,4697
Vanuatu,VUT,2017,167,-16,: 70+,82
Venezuela,VEN,2017,-66,8,: 70+,6669
Vietnam,VNM,2017,106,16,: 70+,38974
Wales,,2017,0,0,: 70+,4697
Western Pacific Region (WHO),,2017,0,0,: 70+,1646092
World,OWID_WRL,2017,0,0,: 70+,3895653
World Bank High Income,,2017,0,0,: 70+,1056640
World Bank Low Income,,2017,0,0,: 70+,80766
World Bank Lower Middle Income,,2017,0,0,: 70+,918525
World Bank Upper Middle Income,,2017,0,0,: 70+,1837994
Yemen,YEM,2017,48,15,: 70+,5453
Zambia,ZMB,2017,30,-15,: 70+,1851
Zimbabwe,ZWE,2017,30,-20,: 70+,2855
Afghanistan,AFG,2017,65,33,: 50-69,4102
African Region (WHO),,2017,0,0,: 50-69,112760
Albania,ALB,2017,20,41,: 50-69,1329
Algeria,DZA,2017,3,28,: 50-69,8065
American Samoa,ASM,2017,-170,-14.3333,: 50-69,28
Andorra,AND,2017,1.6,42.5,: 50-69,35
Angola,AGO,2017,18.5,-12.5,: 50-69,3866
Antigua and Barbuda,ATG,2017,-61.8,17.05,: 50-69,16
Argentina,ARG,2017,-64,-34,: 50-69,21409
Armenia,ARM,2017,45,40,: 50-69,2393
Australia,AUS,2017,133,-27,: 50-69,6289
Austria,AUT,2017,13.3333,47.3333,: 50-69,4279
Azerbaijan,AZE,2017,47.5,40.5,: 50-69,7030
Bahamas,BHS,2017,-76,24.25,: 50-69,76
Bahrain,BHR,2017,50.55,26,: 50-69,218
Bangladesh,BGD,2017,90,24,: 50-69,43239
Barbados,BRB,2017,-59.5333,13.1667,: 50-69,56
Belarus,BLR,2017,28,53,: 50-69,10941
Belgium,BEL,2017,4,50.8333,: 50-69,6150
Belize,BLZ,2017,-88.75,17.25,: 50-69,59
Benin,BEN,2017,2.25,9.5,: 50-69,901
Bermuda,BMU,2017,-64.75,32.3333,: 50-69,22
Bhutan,BTN,2017,90.5,27.5,: 50-69,117
Bolivia,BOL,2017,-65,-17,: 50-69,1441
Bosnia and Herzegovina,BIH,2017,18,44,: 50-69,3586
Botswana,BWA,2017,24,-22,: 50-69,760
Brazil,BRA,2017,-55,-10,: 50-69,75079
Brunei,BRN,2017,114.6667,4.5,: 50-69,111
Bulgaria,BGR,2017,25,43,: 50-69,10678
Burkina Faso,BFA,2017,-2,13,: 50-69,1543
Burundi,BDI,2017,30,-3.5,: 50-69,1392
Cambodia,KHM,2017,105,13,: 50-69,7019
Cameroon,CMR,2017,12,6,: 50-69,3056
Canada,CAN,2017,-95,60,: 50-69,15709
Cape Verde,CPV,2017,-24,16,: 50-69,58
Central African Republic,CAF,2017,21,7,: 50-69,1040
Chad,TCD,2017,19,15,: 50-69,1360
Chile,CHL,2017,-71,-30,: 50-69,5081
China,CHN,2017,105,35,: 50-69,827414
Colombia,COL,2017,-72,4,: 50-69,6639
Comoros,COM,2017,44.25,-12.1667,: 50-69,93
Congo,COG,2017,15,-1,: 50-69,618
Cook Islands,COK,2017,-159.7667,-21.2333,: 50-69,10
Costa Rica,CRI,2017,-84,10,: 50-69,715
Cote d'Ivoire,CIV,2017,-5,8,: 50-69,3159
Croatia,HRV,2017,15.5,45.1667,: 50-69,3662
Cuba,CUB,2017,-80,21.5,: 50-69,8316
Cyprus,CYP,2017,33,35,: 50-69,496
Czechia,CZE,2017,15.5,49.75,: 50-69,7788
Democratic Republic of Congo,COD,2017,25,0,: 50-69,8011
Denmark,DNK,2017,10,56,: 50-69,3132
Djibouti,DJI,2017,43,11.5,: 50-69,236
Dominica,DMA,2017,-61.3333,15.4167,: 50-69,16
Dominican Republic,DOM,2017,-70.6667,19,: 50-69,3294
East Asia & Pacific (WB),,2017,0,0,: 50-69,1210443
Eastern Mediterranean Region (WHO),,2017,0,0,: 50-69,193988
Ecuador,ECU,2017,-77.5,-2,: 50-69,1685
Egypt,EGY,2017,30,27,: 50-69,40605
